Sub Code,Street Name,Street Number,Historical Name,Construction Date,Condition 1,Condition 2,Date Listed,Long Report URL,Short Report URL,Map URL,Grade,Location,Point
List of Historical Resources,Princess Street,103,G.F. & J. Galt Block,1887,"With the following exterior elements:1) four-storey brick and stone building with flat roof with main facades facing west onto Princess Street and north onto Bannatyne Avenue, the south facade partially concealed by the neighbouring building and the rear facade facing east onto a back lane; 2) the front (west) and north facades with their rusticated stone cladding at grade, recessed window bays separated by brick pilaster each holding large main floor windows in rectilinear and arched openings, single, paired and triple windows in arched openings on the second and third floors and large singular windows in arched openings on the fourth floor and corbelled brick cornice below the brick and stone parapet; 3) main entrance set in the northwest corner, the upper floors of the corner stone clad and rounded; and 4) rectilinear opening near the south end of the west facade with steel lintel leading to interior loading dock. With the following interior elements:1) steel structural system in the south addition; 2) walk-in vault on main floor of original building; and3) examples of metal-clad fire doors.",,20/06/2019,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-103-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-103-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=155551&js=y,N/A,"(49.89833246313585, -97.14198938950584)",POINT (-97.141989389506 49.898332463136)
List of Historical Resources,Ross Avenue,"306,310",Leadlay Building,1905,"With the following exterior elements:1) five-storey brick and stone building with flat roof located on the south side of Ross Avenue, its main facade facing north onto Ross Avenue, its west facade hidden by the neighbouring building, its east facade hidden on the ground floor and its south facade facing the back lane; and 2) the front (north) facade with its rusticated stone base, common clay brick walls, its ground floor with two stone arches and windows in rectilinear openings, its upper storeys with banks of windows in rectilinear openings with stone heads and sills and corbelled brick accenting at the roofline; 3) the east facade with its painted signage and windows in arched openings; and 4) the rear (south) facade with windows and doors in arched openings with stone sills. With the following interior elements:1) heavy timber structural system; and 2) ornamental tin ceiling.",,26/09/2019,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Ross-306-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Ross-306-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=4057&js=y,N/A,"(49.90128826395161, -97.14115881626363)",POINT (-97.141158816264 49.901288263952)
List of Historical Resources,Kate Street,121,Wm. Ashdown House,1882,,,31/10/1988,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Kate-121-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Kate-121-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=152945&js=y,II,"(49.90235757615246, -97.15187511226029)",POINT (-97.15187511226 49.902357576152)
Commemorative List,Burrows Avenue,852,St. John Cantius Roman Catholic Church,1918 & 1925,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=185135&js=y,N/A,"(49.92297954789941, -97.1582682517846)",POINT (-97.158268251785 49.922979547899)
List of Historical Resources,Albert Street,63,Hammond Building,1902,,,14/07/1980,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Albert-63-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Albert-63-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=146694&js=y,III,"(49.89658803449965, -97.13995320193365)",POINT (-97.139953201934 49.8965880345)
Commemorative List,Dumoulin Street,209,Judge J.E.P. Prendergast House,1895c,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=64768&js=y,N/A,"(49.89360723328546, -97.12140023938862)",POINT (-97.121400239389 49.893607233285)
List of Historical Resources,Woodlawn Street,200,Women's Tribute Memorial Lodge,1931,,,08/07/1987,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Woodlawn200-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Woodlawn-200-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=91327&js=y,II,"(49.877518165521494, -97.2346600964657)",POINT (-97.234660096466 49.877518165521)
List of Historical Resources,Notre Dame Avenue,235,St. Charles Hotel,1913,,,24/03/1986,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Notre-Dame-235-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Notre-Dame-235-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154952&js=y,III,"(49.89575452390923, -97.14091425284357)",POINT (-97.140914252844 49.895754523909)
List of Historical Resources,McDermot Avenue,221,Bate Building,1883,With the following interior elements:1) public areas,,19/05/1981,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/McDermot-221-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/McDermot-217-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=154400&js=y,II,"(49.89725101204929, -97.13995744823319)",POINT (-97.139957448233 49.897251012049)
Commemorative List,Middle Gate,12,A.E. Bowyer House,1929,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=138997&js=y,N/A,"(49.878278944762805, -97.15828018112597)",POINT (-97.158280181126 49.878278944763)
Commemorative List,Balmoral Street,250,James McDiarmid House,1901,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=128693&js=y,N/A,"(49.88794289020577, -97.15339249351787)",POINT (-97.153392493518 49.887942890206)
Nominated List,Eugenie Street,120,St Boniface Public Library- Coronation Park Branch,1961,,,19/05/2023,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=65540&js=y,N/A,"(49.87936756572801, -97.1235557739869)",POINT (-97.123555773987 49.879367565728)
Commemorative List,Provencher Boulevard,251,Betrand Theophane House,1890,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=70751&js=y,N/A,"(49.893331174079954, -97.11883897372527)",POINT (-97.118838973725 49.89333117408)
Commemorative List,Balmoral Street,42,Jabez Miller House,1909,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=128637&js=y,N/A,"(49.88273498796479, -97.15353043124558)",POINT (-97.153530431246 49.882734987965)
Commemorative List,Vaughan Street,219,Vaughan Apartments,1929,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=144139&js=y,N/A,"(49.88978315771416, -97.14832397923132)",POINT (-97.148323979231 49.889783157714)
List of Historical Resources,Main Street,667,Alloway and Champion Bank,1907,,,28/07/1986,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main667-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Main-667-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=8716&js=y,III,"(49.90314252384271, -97.13487549497763)",POINT (-97.134875494978 49.903142523843)
Commemorative List,Cecil Street,136,Cecil Rhodes No. 1 School,1908,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=149243&js=y,N/A,"(49.91576151312828, -97.18956469362759)",POINT (-97.189564693628 49.915761513128)
Commemorative List,Niagara Street,100,Richard A. Sara House,1915,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=140400&js=y,N/A,"(49.87539007118244, -97.18460062233171)",POINT (-97.184600622332 49.875390071182)
List of Historical Resources,Princess Street,104,Warehouse,1885,,,18/06/1984,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-104-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-104-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=8748&js=y,III,"(49.89879534427599, -97.14220276938985)",POINT (-97.14220276939 49.898795344276)
Commemorative List,West Gate,25,M.P. Blair House,1911,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=145976&js=y,N/A,"(49.8783561941042, -97.15894864635763)",POINT (-97.158948646358 49.878356194104)
List of Historical Resources,Provencher Boulevard,219,St. Boniface City Hall,1905,With the following interior elements:1) main floor;2) second floor;3) stairway (from basement to 3rd floor); and4) tower,,02/11/1981,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Provencher-219-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Provencher-219-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=70745&js=y,II,"(49.89291233652668, -97.12069761961142)",POINT (-97.120697619611 49.892912336527)
List of Historical Resources,Smith Street,364,Walker Theatre,1906,,,18/02/1991,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Smith-364-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Smith-364-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=157050&js=y,I,"(49.89577173115917, -97.14366359691469)",POINT (-97.143663596915 49.895771731159)
Commemorative List,Middle Gate,69,W.C. Bathgate House,1926,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=139013&js=y,N/A,"(49.877089886801045, -97.15614355931784)",POINT (-97.156143559318 49.877089886801)
Commemorative List,Middle Gate,118,J.L. Doupe House,1909,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=139025&js=y,N/A,"(49.87565102837541, -97.1558635924177)",POINT (-97.155863592418 49.875651028375)
List of Historical Resources,Church Avenue,259,Church Block Apartments,1912,"With the following exterior elements:1) the dark brick and stone accented three-storey building on raised basement with flat roof on the northeast corner of Charles Street, its front (south) facade facing Church Avenue, its west facade facing Charles Street, its east facade facing a parking lot and its rear (north) facade facing neighbouring residential property;2) the symmetrical front (south) facade with its raised stone-clad foundation with rectilinear  window openings, dark brick superstructure with arched window openings accented with stone and concrete on all floors, projecting central section with stone framed entrance, stone belt course below the second storey windows and corbelled brick above the third storey windows leading to a stone- capped brick parapet with crenellation;3) the east and west elevations that continue the materials, design and ornamental elements of the main facade and include open metal fire escapes; and4) the rear (north) facade with windows in arched openings on all floors.With the following interior elements:1) none",,09/04/2018,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Church-259-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Church-259-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=166013&js=y,N/A,"(49.92283174006979, -97.12820735674966)",POINT (-97.12820735675 49.92283174007)
List of Historical Resources,Wellington Crescent,393,Fortune Residence,1910,,,22/10/1984,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Wellington-393-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Wellington-393-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=145736&js=y,III,"(49.873344236436935, -97.15716031418634)",POINT (-97.157160314186 49.873344236437)
List of Historical Resources,Bannatyne Avenue,332,Henderson Building,1910,"With the following interior elements:1) tin ceilings, columns and beams; and2) wood partition with windows in shipping room on main floor",,04/10/2005,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne332-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Bannatyne332-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=148135&js=y,III,"(49.89890605655718, -97.14356238918232)",POINT (-97.143562389182 49.898906056557)
Commemorative List,Middle Gate,6,J.T. Speirs House,1912,,,,,,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=138995&js=y,N/A,"(49.87845561334832, -97.15844260109131)",POINT (-97.158442601091 49.878455613348)
List of Historical Resources,De La Cathedrale Avenue,151,Archbishop's Residence,1864,"Site:The building set back from Avenue Taché separated from the street by open greenspace.With the following exterior elements:1) three-storey, T-shaped solid stone building with it main (west) facade facing a large open area and Avenue Taché, its north facade hidden by a neighbouring building, its south facade facing Avenue de la Cathédrale and its rear (east) brick wing facing south (to Avenue de la Cathédrale), north (to parking lot) and east (to another building);2) symmetrical front (west) facade with its full width open wood porch wrapping around the southwest corner, centrally placed entrance rectilinear window openings, gambrel roof with gable dormer windows and brick chimneys at the north and south ends;3) the south facade with enclosed area at east end of porch, balustraded second storey balcony and arched third floor window opening; and4) the three-storey east wing with brick walls and stone accenting with gambrel roof with gable dormers on its side and rear slopes and a centrally-placed raised entrance with unfluted columns and hood on the south facade.With the following interior elements:1) original fireplaces; and2) main entrance finishes.",,04/02/2019,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/De-la-Cathedrale-151-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/De-la-Cathedrale-151-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=1488&js=y,N/A,"(49.88999985602574, -97.12284981193729)",POINT (-97.122849811937 49.889999856026)
List of Historical Resources,Meade Street N,140,Ross House Museum,1853,,,11/08/1980,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Meade-N-140-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Meade-140-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=175905&js=y,I,"(49.90695289747998, -97.12958603162883)",POINT (-97.129586031629 49.90695289748)
List of Historical Resources,Princess Street,300,Canadian Fairbanks Morse Company Warehouse,1911,"With the following exterior elements:1) four-storey dark brick and stone building with a flat roof located on the southwest corner of Henry Avenue, its main facades facing east onto Princess Street and north onto Henry Avenue, its south façade facing a vacant lot (surface parking) and its rear façade facing west onto a back lane; 2) symmetrical front (east) and north facades with their windows in arched openings (ground floor) and centrally-located entrance set in an arched, terra cotta frame (east façade), the upper three floors divided by wide brick pilasters with stone accenting at the second floor and terra cotta geometric designs above the fourth floor openings, paired upper storey windows in rectilinear openings concrete sills and the flat roof with raised pilasters projecting above the roofline and lightly-hued terra cotta capping;3) painted signage on both sides of the northeast corner;4) the south façade with dark brick on the top floor; and5) the rear (west) façade with its raised, uncovered loading platform running the entire width of the structure, metal fire escapes, exposed concrete structural elements, windows in rectilinear openings and painted signage.With the following interior elements:1) wood grill on the freight elevator.",,17/03/2017,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-300-long.pdf,http://www.winnipeg.ca/ppd/Documents/Heritage/HeritageResourcesReports/Princess-300-short.pdf,http://cms00asa1.winnipeg.ca/eCISMap.jsp?rsn=155572&js=y,N/A,"(49.90433829842371, -97.13824394819797)",POINT (-97.138243948198 49.904338298424)
